word,num_syllables,syllables,stress_pattern,infixed
ALKALOIDAL,4,"['al', 'ka', 'loi', 'dal']","[['al', '0'], ['ka', '0'], ['loi', '1'], ['dal', '0']]",alka-fuckin-loidal
ALLEGATION,4,"['al', 'le', 'ga', 'tion']","[['al', '2'], ['le', '0'], ['ga', '1'], ['tion', '0']]",alle-fuckin-gation
ALLEGEDLY,4,"['al', 'leg', 'ed', 'ly']","[['al', '0'], ['leg', '1'], ['ed', '0'], ['ly', '0']]",al-fuckin-legedly
ALLEVIATE,4,"['al', 'le', 'vi', 'ate']","[['al', '0'], ['le', '1'], ['vi', '0'], ['ate', '2']]",al-fuckin-leviate
ALLOCATION,4,"['al', 'lo', 'ca', 'tion']","[['al', '2'], ['lo', '0'], ['ca', '1'], ['tion', '0']]",allo-fuckin-cation
ALLOPHONIC,4,"['al', 'lo', 'phon', 'ic']","[['al', '2'], ['lo', '0'], ['phon', '1'], ['ic', '0']]",allo-fuckin-phonic
ALLOWABLE,4,"['al', 'low', 'a', 'ble']","[['al', '0'], ['low', '1'], ['a', '0'], ['ble', '0']]",al-fuckin-lowable
ALLOWANCES,4,"['al', 'low', 'anc', 'es']","[['al', '0'], ['low', '1'], ['anc', '0'], ['es', '0']]",al-fuckin-lowances
ALLUVIAL,4,"['al', 'lu', 'vi', 'al']","[['al', '2'], ['lu', '1'], ['vi', '0'], ['al', '0']]",al-fuckin-luvial
ALLUVIUM,4,"['al', 'lu', 'vi', 'um']","[['al', '0'], ['lu', '1'], ['vi', '0'], ['um', '0']]",al-fuckin-luvium
ALOYSIUS,4,"['Al', 'o', 'y', 'sius']","[['Al', '2'], ['o', '0'], ['y', '1'], ['sius', '0']]",Alo-fuckin-ysius
ALPHABETIC,4,"['al', 'pha', 'bet', 'ic']","[['al', '2'], ['pha', '0'], ['bet', '1'], ['ic', '0']]",alpha-fuckin-betic
ALTERATION,4,"['al', 'ter', 'a', 'tion']","[['al', '2'], ['ter', '0'], ['a', '1'], ['tion', '0']]",alter-fuckin-ation
ALTERCATION,4,"['al', 'ter', 'ca', 'tion']","[['al', '2'], ['ter', '0'], ['ca', '1'], ['tion', '0']]",alter-fuckin-cation
ALTERNATIVE,4,"['al', 'ter', 'na', 'tive']","[['al', '0'], ['ter', '1'], ['na', '0'], ['tive', '0']]",al-fuckin-ternative
ALTIMETER,4,"['al', 'tim', 'e', 'ter']","[['al', '0'], ['tim', '1'], ['e', '0'], ['ter', '0']]",al-fuckin-timeter
ALTOGETHER,4,"['al', 'to', 'geth', 'er']","[['al', '2'], ['to', '0'], ['geth', '1'], ['er', '0']]",alto-fuckin-gether
ALTRUISTIC,4,"['al', 'tru', 'is', 'tic']","[['al', '2'], ['tru', '0'], ['is', '1'], ['tic', '0']]",altru-fuckin-istic
ALUMINA,4,"['a', 'lu', 'mi', 'na']","[['a', '0'], ['lu', '1'], ['mi', '0'], ['na', '0']]",a-fuckin-lumina
ALUMINIZE,4,"['a', 'lu', 'mi', 'nize']","[['a', '0'], ['lu', '1'], ['mi', '0'], ['nize', '2']]",a-fuckin-luminize
ALUMINIZED,4,"['a', 'lu', 'mi', 'nized']","[['a', '0'], ['lu', '1'], ['mi', '0'], ['nized', '2']]",a-fuckin-luminized
ALUMINUM,4,"['a', 'lu', 'mi', 'num']","[['a', '0'], ['lu', '1'], ['mi', '0'], ['num', '0']]",a-fuckin-luminum
ALVEOLAR,4,"['al', 've', 'o', 'lar']","[['al', '0'], ['ve', '1'], ['o', '0'], ['lar', '0']]",al-fuckin-veolar
ALVEOLI,4,"['al', 've', 'o', 'li']","[['al', '0'], ['ve', '1'], ['o', '0'], ['li', '2']]",al-fuckin-veoli
AMALGAMATE,4,"['a', 'mal', 'ga', 'mate']","[['a', '0'], ['mal', '1'], ['ga', '0'], ['mate', '2']]",a-fuckin-malgamate
AMARILLO,4,"['Am', 'a', 'ril', 'lo']","[['Am', '2'], ['a', '0'], ['ril', '1'], ['lo', '0']]",Ama-fuckin-rillo
AMARYLLIS,4,"['am', 'a', 'ryl', 'lis']","[['am', '2'], ['a', '0'], ['ryl', '1'], ['lis', '0']]",ama-fuckin-ryllis
AMAZINGLY,4,"['a', 'maz', 'ing', 'ly']","[['a', '0'], ['maz', '1'], ['ing', '0'], ['ly', '0']]",a-fuckin-mazingly
AMBASSADOR,4,"['am', 'bas', 'sa', 'dor']","[['am', '0'], ['bas', '1'], ['sa', '0'], ['dor', '0']]",am-fuckin-bassador
AMBASSADRESS,4,"['am', 'bas', 'sa', 'dress']","[['am', '0'], ['bas', '1'], ['sa', '0'], ['dress', '0']]",am-fuckin-bassadress
AMBIDEXTROUS,4,"['am', 'bi', 'dex', 'trous']","[['am', '2'], ['bi', '0'], ['dex', '1'], ['trous', '0']]",ambi-fuckin-dextrous
AMBIGUOUS,4,"['am', 'big', 'u', 'ous']","[['am', '0'], ['big', '1'], ['u', '0'], ['ous', '0']]",am-fuckin-biguous
AMBITIOUSLY,4,"['am', 'bi', 'tious', 'ly']","[['am', '0'], ['bi', '1'], ['tious', '0'], ['ly', '0']]",am-fuckin-bitiously
AMBIVALENCE,4,"['am', 'biv', 'a', 'lence']","[['am', '0'], ['biv', '1'], ['a', '0'], ['lence', '0']]",am-fuckin-bivalence
AMBIVALENT,4,"['am', 'biv', 'a', 'lent']","[['am', '0'], ['biv', '1'], ['a', '0'], ['lent', '0']]",am-fuckin-bivalent
AMELIORATE,4,"['a', 'mel', 'io', 'rate']","[['a', '0'], ['mel', '1'], ['io', '0'], ['rate', '2']]",a-fuckin-meliorate
AMENABLE,4,"['a', 'me', 'na', 'ble']","[['a', '0'], ['me', '1'], ['na', '0'], ['ble', '0']]",a-fuckin-menable
AMENDABLE,4,"['a', 'mend', 'a', 'ble']","[['a', '0'], ['mend', '1'], ['a', '0'], ['ble', '0']]",a-fuckin-mendable
AMENITIES,4,"['a', 'men', 'i', 'ties']","[['a', '0'], ['men', '1'], ['i', '0'], ['ties', '0']]",a-fuckin-menities
AMENITY,4,"['a', 'men', 'i', 'ty']","[['a', '0'], ['men', '1'], ['i', '0'], ['ty', '0']]",a-fuckin-menity
AMERICA,4,"['A', 'mer', 'i', 'ca']","[['A', '0'], ['mer', '1'], ['i', '0'], ['ca', '0']]",A-fuckin-merica
AMERICAN,4,"['A', 'mer', 'i', 'can']","[['A', '0'], ['mer', '1'], ['i', '0'], ['can', '0']]",A-fuckin-merican
AMERICANS,4,"['A', 'mer', 'i', 'cans']","[['A', '0'], ['mer', '1'], ['i', '0'], ['cans', '0']]",A-fuckin-mericans
AMERIGO,4,"['A', 'me', 'ri', 'go']","[['A', '0'], ['me', '0'], ['ri', '1'], ['go', '0']]",Ame-fuckin-rigo
AMMONIUM,4,"['am', 'mo', 'ni', 'um']","[['am', '0'], ['mo', '1'], ['ni', '0'], ['um', '0']]",am-fuckin-monium
AMMUNITION,4,"['am', 'mu', 'ni', 'tion']","[['am', '2'], ['mu', '0'], ['ni', '1'], ['tion', '0']]",ammu-fuckin-nition
AMNESIAC,4,"['am', 'ne', 'si', 'ac']","[['am', '0'], ['ne', '1'], ['si', '0'], ['ac', '2']]",am-fuckin-nesiac
AMOROSO,4,"['a', 'mo', 'ro', 'so']","[['a', '0'], ['mo', '0'], ['ro', '1'], ['so', '0']]",amo-fuckin-roso
AMPHETAMINE,4,"['am', 'phet', 'a', 'mine']","[['am', '0'], ['phet', '1'], ['a', '0'], ['mine', '2']]",am-fuckin-phetamine
AMPHIBIAN,4,"['am', 'phib', 'i', 'an']","[['am', '0'], ['phib', '1'], ['i', '0'], ['an', '0']]",am-fuckin-phibian
AMPHIBIOUS,4,"['am', 'phib', 'i', 'ous']","[['am', '0'], ['phib', '1'], ['i', '0'], ['ous', '0']]",am-fuckin-phibious
AMPUTATION,4,"['am', 'pu', 'ta', 'tion']","[['am', '2'], ['pu', '0'], ['ta', '1'], ['tion', '0']]",ampu-fuckin-tation
AMUSINGLY,4,"['a', 'mus', 'ing', 'ly']","[['a', '0'], ['mus', '1'], ['ing', '0'], ['ly', '0']]",a-fuckin-musingly
ANABAPTIST,4,"['An', 'a', 'bap', 'tist']","[['An', '2'], ['a', '0'], ['bap', '1'], ['tist', '0']]",Ana-fuckin-baptist
ANABOLIC,4,"['an', 'a', 'bol', 'ic']","[['an', '2'], ['a', '0'], ['bol', '1'], ['ic', '0']]",ana-fuckin-bolic
ANACONDA,4,"['an', 'a', 'con', 'da']","[['an', '2'], ['a', '0'], ['con', '1'], ['da', '0']]",ana-fuckin-conda
ANAEROBIC,4,"['an', 'aer', 'o', 'bic']","[['an', '2'], ['aer', '0'], ['o', '1'], ['bic', '0']]",anaer-fuckin-obic
ANAESTHESIA,4,"['an', 'aes', 'the', 'sia']","[['an', '2'], ['aes', '0'], ['the', '1'], ['sia', '0']]",anaes-fuckin-thesia
ANALGESIC,4,"['an', 'al', 'ge', 'sic']","[['an', '2'], ['al', '0'], ['ge', '1'], ['sic', '0']]",anal-fuckin-gesic
ANALOGIC,4,"['an', 'a', 'log', 'ic']","[['an', '2'], ['a', '0'], ['log', '1'], ['ic', '0']]",ana-fuckin-logic
ANALOGIES,4,"['a', 'nal', 'o', 'gies']","[['a', '0'], ['nal', '1'], ['o', '0'], ['gies', '0']]",a-fuckin-nalogies
ANALOGOUS,4,"['a', 'nal', 'o', 'gous']","[['a', '0'], ['nal', '1'], ['o', '0'], ['gous', '0']]",a-fuckin-nalogous
ANALOGY,4,"['a', 'nal', 'o', 'gy']","[['a', '0'], ['nal', '1'], ['o', '0'], ['gy', '0']]",a-fuckin-nalogy
ANALYSES,4,"['a', 'nal', 'y', 'ses']","[['a', '0'], ['nal', '1'], ['y', '0'], ['ses', '2']]",a-fuckin-nalyses
ANALYSIS,4,"['a', 'nal', 'y', 'sis']","[['a', '0'], ['nal', '1'], ['y', '0'], ['sis', '0']]",a-fuckin-nalysis
ANALYTIC,4,"['an', 'a', 'lyt', 'ic']","[['an', '2'], ['a', '0'], ['lyt', '1'], ['ic', '0']]",ana-fuckin-lytic
ANALYTICS,4,"['an', 'a', 'lyt', 'ics']","[['an', '2'], ['a', '0'], ['lyt', '1'], ['ics', '0']]",ana-fuckin-lytics
ANAPHORA,4,"['a', 'naph', 'o', 'ra']","[['a', '0'], ['naph', '1'], ['o', '0'], ['ra', '0']]",a-fuckin-naphora
ANARCHICAL,4,"['an', 'ar', 'chi', 'cal']","[['an', '0'], ['ar', '1'], ['chi', '0'], ['cal', '0']]",an-fuckin-archical
ANASAZI,4,"['A', 'na', 'sa', 'zi']","[['A', '2'], ['na', '0'], ['sa', '1'], ['zi', '0']]",Ana-fuckin-sazi
ANASTASIA,4,"['An', 'a', 'sta', 'sia']","[['An', '0'], ['a', '0'], ['sta', '1'], ['sia', '0']]",Ana-fuckin-stasia
ANATHEMA,4,"['a', 'nath', 'e', 'ma']","[['a', '0'], ['nath', '1'], ['e', '0'], ['ma', '0']]",a-fuckin-nathema
ANATOLY,4,"['A', 'na', 'to', 'ly']","[['A', '2'], ['na', '0'], ['to', '1'], ['ly', '0']]",Ana-fuckin-toly
ANATOMIST,4,"['a', 'nat', 'o', 'mist']","[['a', '0'], ['nat', '1'], ['o', '0'], ['mist', '0']]",a-fuckin-natomist
ANATOMY,4,"['a', 'nat', 'o', 'my']","[['a', '0'], ['nat', '1'], ['o', '0'], ['my', '0']]",a-fuckin-natomy
ANDALUSIA,4,"['An', 'da', 'lu', 'sia']","[['An', '2'], ['da', '0'], ['lu', '1'], ['sia', '0']]",Anda-fuckin-lusia
ANDALUSIAN,4,"['An', 'da', 'lu', 'sian']","[['An', '2'], ['da', '0'], ['lu', '1'], ['sian', '0']]",Anda-fuckin-lusian
ANDANTINO,4,"['an', 'dan', 'ti', 'no']","[['an', '2'], ['dan', '2'], ['ti', '1'], ['no', '0']]",andan-fuckin-tino
ANDROGYNOUS,4,"['an', 'drog', 'y', 'nous']","[['an', '0'], ['drog', '1'], ['y', '0'], ['nous', '0']]",an-fuckin-drogynous
ANDROMEDA,4,"['an', 'drom', 'e', 'da']","[['an', '0'], ['drom', '1'], ['e', '0'], ['da', '0']]",an-fuckin-dromeda
ANECDOTAL,4,"['an', 'ec', 'do', 'tal']","[['an', '2'], ['ec', '0'], ['do', '1'], ['tal', '0']]",anec-fuckin-dotal
ANEMIA,4,"['a', 'ne', 'mi', 'a']","[['a', '0'], ['ne', '1'], ['mi', '0'], ['a', '0']]",a-fuckin-nemia
ANESTHESIA,4,"['an', 'es', 'the', 'sia']","[['an', '2'], ['es', '0'], ['the', '1'], ['sia', '0']]",anes-fuckin-thesia
ANESTHETIC,4,"['an', 'es', 'thet', 'ic']","[['an', '2'], ['es', '0'], ['thet', '1'], ['ic', '0']]",anes-fuckin-thetic
ANESTHETIST,4,"['an', 'es', 'the', 'tist']","[['an', '0'], ['es', '1'], ['the', '0'], ['tist', '0']]",an-fuckin-esthetist
ANGELICA,4,"['an', 'gel', 'i', 'ca']","[['an', '0'], ['gel', '1'], ['i', '0'], ['ca', '0']]",an-fuckin-gelica
ANGELINA,4,"['An', 'gel', 'i', 'na']","[['An', '0'], ['gel', '0'], ['i', '1'], ['na', '0']]",Angel-fuckin-ina
ANIMATION,4,"['an', 'i', 'ma', 'tion']","[['an', '2'], ['i', '0'], ['ma', '1'], ['tion', '0']]",ani-fuckin-mation
ANNABELLA,4,"['An', 'na', 'bel', 'la']","[['An', '2'], ['na', '0'], ['bel', '1'], ['la', '0']]",Anna-fuckin-bella
ANNAPOLIS,4,"['An', 'nap', 'o', 'lis']","[['An', '0'], ['nap', '1'], ['o', '0'], ['lis', '0']]",An-fuckin-napolis
ANNEXATION,4,"['an', 'nex', 'a', 'tion']","[['an', '2'], ['nex', '0'], ['a', '1'], ['tion', '0']]",annex-fuckin-ation
ANNIHILATE,4,"['an', 'ni', 'hi', 'late']","[['an', '0'], ['ni', '1'], ['hi', '0'], ['late', '2']]",an-fuckin-nihilate
ANNOTATED,4,"['an', 'no', 'tat', 'ed']","[['an', '2'], ['no', '0'], ['tat', '1'], ['ed', '0']]",anno-fuckin-tated
ANNOTATING,4,"['an', 'no', 'tat', 'ing']","[['an', '2'], ['no', '0'], ['tat', '1'], ['ing', '0']]",anno-fuckin-tating
ANNOTATION,4,"['an', 'no', 'ta', 'tion']","[['an', '2'], ['no', '0'], ['ta', '1'], ['tion', '0']]",anno-fuckin-tation
ANNUITIES,4,"['an', 'nu', 'i', 'ties']","[['an', '0'], ['nu', '1'], ['i', '0'], ['ties', '0']]",an-fuckin-nuities
ANNUITY,4,"['an', 'nu', 'i', 'ty']","[['an', '0'], ['nu', '1'], ['i', '0'], ['ty', '0']]",an-fuckin-nuity
ANOMALIES,4,"['a', 'nom', 'a', 'lies']","[['a', '0'], ['nom', '1'], ['a', '0'], ['lies', '0']]",a-fuckin-nomalies
ANOMALOUS,4,"['a', 'nom', 'a', 'lous']","[['a', '0'], ['nom', '1'], ['a', '0'], ['lous', '0']]",a-fuckin-nomalous
ANOMALY,4,"['a', 'nom', 'a', 'ly']","[['a', '0'], ['nom', '1'], ['a', '0'], ['ly', '0']]",a-fuckin-nomaly
ANONYMOUS,4,"['a', 'non', 'y', 'mous']","[['a', '0'], ['non', '1'], ['y', '0'], ['mous', '0']]",a-fuckin-nonymous
ANOREXIC,4,"['an', 'o', 'rex', 'ic']","[['an', '2'], ['o', '0'], ['rex', '1'], ['ic', '0']]",ano-fuckin-rexic
ANTAGONIST,4,"['an', 'tag', 'o', 'nist']","[['an', '0'], ['tag', '1'], ['o', '0'], ['nist', '0']]",an-fuckin-tagonist
ANTAGONIZE,4,"['an', 'tag', 'o', 'nize']","[['an', '0'], ['tag', '1'], ['o', '0'], ['nize', '2']]",an-fuckin-tagonize
ANTAGONIZED,4,"['an', 'tag', 'o', 'nized']","[['an', '0'], ['tag', '1'], ['o', '0'], ['nized', '2']]",an-fuckin-tagonized
ANTARCTICA,4,"['Ant', 'arc', 'ti', 'ca']","[['Ant', '2'], ['arc', '1'], ['ti', '0'], ['ca', '0']]",Ant-fuckin-arctica
ANTEBELLUM,4,"['an', 'te', 'bel', 'lum']","[['an', '2'], ['te', '0'], ['bel', '1'], ['lum', '0']]",ante-fuckin-bellum
ANTECEDENT,4,"['an', 'te', 'ced', 'ent']","[['an', '2'], ['te', '1'], ['ced', '0'], ['ent', '0']]",an-fuckin-tecedent
ANTEMORTEM,4,"['an', 'te', 'mor', 'tem']","[['an', '0'], ['te', '0'], ['mor', '1'], ['tem', '0']]",ante-fuckin-mortem
ANTERIOR,4,"['an', 'te', 'ri', 'or']","[['an', '0'], ['te', '1'], ['ri', '0'], ['or', '0']]",an-fuckin-terior
ANTHOLOGIES,4,"['an', 'thol', 'o', 'gies']","[['an', '0'], ['thol', '1'], ['o', '0'], ['gies', '0']]",an-fuckin-thologies
ANTHOLOGY,4,"['an', 'thol', 'o', 'gy']","[['an', '0'], ['thol', '1'], ['o', '0'], ['gy', '0']]",an-fuckin-thology
ANTIAIRCRAFT,4,"['an', 'ti', 'air', 'craft']","[['an', '2'], ['ti', '0'], ['air', '1'], ['craft', '2']]",anti-fuckin-aircraft
ANTICANCER,4,"['an', 'ti', 'can', 'cer']","[['an', '2'], ['ti', '2'], ['can', '1'], ['cer', '0']]",anti-fuckin-cancer
ANTICIPATE,4,"['an', 'tic', 'i', 'pate']","[['an', '0'], ['tic', '1'], ['i', '0'], ['pate', '2']]",an-fuckin-ticipate
ANTIFUNGAL,4,"['an', 'ti', 'fun', 'gal']","[['an', '2'], ['ti', '2'], ['fun', '1'], ['gal', '0']]",anti-fuckin-fungal
ANTIGONE,4,"['An', 'tig', 'o', 'ne']","[['An', '0'], ['tig', '1'], ['o', '0'], ['ne', '0']]",An-fuckin-tigone
ANTIPATHIES,4,"['an', 'tip', 'a', 'thies']","[['an', '0'], ['tip', '1'], ['a', '0'], ['thies', '0']]",an-fuckin-tipathies
ANTIPATHY,4,"['an', 'tip', 'a', 'thy']","[['an', '0'], ['tip', '1'], ['a', '0'], ['thy', '0']]",an-fuckin-tipathy
ANTIPODAL,4,"['an', 'tip', 'o', 'dal']","[['an', '0'], ['tip', '1'], ['o', '0'], ['dal', '0']]",an-fuckin-tipodal
ANTIQUITIES,4,"['an', 'tiq', 'ui', 'ties']","[['an', '0'], ['tiq', '1'], ['ui', '0'], ['ties', '0']]",an-fuckin-tiquities
ANTIQUITY,4,"['an', 'tiq', 'ui', 'ty']","[['an', '0'], ['tiq', '1'], ['ui', '0'], ['ty', '0']]",an-fuckin-tiquity
ANTISEPTIC,4,"['an', 'ti', 'sep', 'tic']","[['an', '2'], ['ti', '0'], ['sep', '1'], ['tic', '0']]",anti-fuckin-septic
ANTISOCIAL,4,"['an', 'ti', 'so', 'cial']","[['an', '2'], ['ti', '0'], ['so', '1'], ['cial', '0']]",anti-fuckin-social
ANTITHESIS,4,"['an', 'tith', 'e', 'sis']","[['an', '0'], ['tith', '1'], ['e', '0'], ['sis', '0']]",an-fuckin-tithesis
ANTITOXIN,4,"['an', 'ti', 'tox', 'in']","[['an', '2'], ['ti', '0'], ['tox', '1'], ['in', '0']]",anti-fuckin-toxin
ANTIVIRAL,4,"['an', 'ti', 'vi', 'ral']","[['an', '2'], ['ti', '0'], ['vi', '1'], ['ral', '0']]",anti-fuckin-viral
ANTONIO,4,"['An', 'to', 'ni', 'o']","[['An', '0'], ['to', '1'], ['ni', '0'], ['o', '0']]",An-fuckin-tonio
ANTONIUS,4,"['An', 'to', 'ni', 'us']","[['An', '0'], ['to', '1'], ['ni', '0'], ['us', '0']]",An-fuckin-tonius
ANXIETIES,4,"['anx', 'i', 'e', 'ties']","[['anx', '0'], ['i', '1'], ['e', '0'], ['ties', '0']]",anx-fuckin-ieties
ANXIETY,4,"['anx', 'i', 'e', 'ty']","[['anx', '0'], ['i', '1'], ['e', '0'], ['ty', '0']]",anx-fuckin-iety
APATHETIC,4,"['ap', 'a', 'thet', 'ic']","[['ap', '2'], ['a', '0'], ['thet', '1'], ['ic', '0']]",apa-fuckin-thetic
APHRODITE,4,"['Aph', 'ro', 'di', 'te']","[['Aph', '2'], ['ro', '0'], ['di', '1'], ['te', '0']]",Aphro-fuckin-dite
APOCALYPSE,4,"['a', 'poc', 'a', 'lypse']","[['a', '0'], ['poc', '1'], ['a', '0'], ['lypse', '2']]",a-fuckin-pocalypse
APOCRYPHAL,4,"['a', 'poc', 'ry', 'phal']","[['a', '0'], ['poc', '1'], ['ry', '0'], ['phal', '0']]",a-fuckin-pocryphal
APOLOGIES,4,"['a', 'pol', 'o', 'gies']","[['a', '0'], ['pol', '1'], ['o', '0'], ['gies', '0']]",a-fuckin-pologies
APOLOGIST,4,"['a', 'pol', 'o', 'gist']","[['a', '0'], ['pol', '1'], ['o', '0'], ['gist', '0']]",a-fuckin-pologist
APOLOGIZE,4,"['a', 'pol', 'o', 'gize']","[['a', '0'], ['pol', '1'], ['o', '0'], ['gize', '2']]",a-fuckin-pologize
APOLOGIZED,4,"['a', 'pol', 'o', 'gized']","[['a', '0'], ['pol', '1'], ['o', '0'], ['gized', '2']]",a-fuckin-pologized
APOLOGY,4,"['a', 'pol', 'o', 'gy']","[['a', '0'], ['pol', '1'], ['o', '0'], ['gy', '0']]",a-fuckin-pology
APOPLECTIC,4,"['ap', 'o', 'plec', 'tic']","[['ap', '2'], ['o', '0'], ['plec', '1'], ['tic', '0']]",apo-fuckin-plectic
APOSTROPHE,4,"['a', 'pos', 'tro', 'phe']","[['a', '0'], ['pos', '1'], ['tro', '0'], ['phe', '0']]",a-fuckin-postrophe
APPALLINGLY,4,"['ap', 'pall', 'ing', 'ly']","[['ap', '0'], ['pall', '1'], ['ing', '0'], ['ly', '0']]",ap-fuckin-pallingly
APPARATUS,4,"['ap', 'pa', 'rat', 'us']","[['ap', '2'], ['pa', '0'], ['rat', '1'], ['us', '0']]",appa-fuckin-ratus
APPARENTLY,4,"['ap', 'par', 'ent', 'ly']","[['ap', '0'], ['par', '1'], ['ent', '0'], ['ly', '0']]",ap-fuckin-parently
APPARITION,4,"['ap', 'pa', 'ri', 'tion']","[['ap', '2'], ['pa', '0'], ['ri', '1'], ['tion', '0']]",appa-fuckin-rition
APPEALABLE,4,"['ap', 'peal', 'a', 'ble']","[['ap', '0'], ['peal', '1'], ['a', '0'], ['ble', '0']]",ap-fuckin-pealable
APPEALINGLY,4,"['ap', 'peal', 'ing', 'ly']","[['ap', '0'], ['peal', '1'], ['ing', '0'], ['ly', '0']]",ap-fuckin-pealingly
APPELLATION,4,"['ap', 'pel', 'la', 'tion']","[['ap', '2'], ['pel', '0'], ['la', '1'], ['tion', '0']]",appel-fuckin-lation
APPENDIXES,4,"['ap', 'pen', 'dix', 'es']","[['ap', '0'], ['pen', '1'], ['dix', '0'], ['es', '0']]",ap-fuckin-pendixes
APPLIANCES,4,"['ap', 'pli', 'anc', 'es']","[['ap', '0'], ['pli', '1'], ['anc', '0'], ['es', '0']]",ap-fuckin-pliances
APPLICATION,4,"['ap', 'pli', 'ca', 'tion']","[['ap', '2'], ['pli', '0'], ['ca', '1'], ['tion', '0']]",appli-fuckin-cation
APPORTIONMENT,4,"['ap', 'por', 'tion', 'ment']","[['ap', '0'], ['por', '1'], ['tion', '0'], ['ment', '0']]",ap-fuckin-portionment
APPRECIATE,4,"['ap', 'pre', 'ci', 'ate']","[['ap', '0'], ['pre', '1'], ['ci', '0'], ['ate', '2']]",ap-fuckin-preciate
APPREHENSION,4,"['ap', 'pre', 'hen', 'sion']","[['ap', '2'], ['pre', '0'], ['hen', '1'], ['sion', '0']]",appre-fuckin-hension
APPREHENSIVE,4,"['ap', 'pre', 'hen', 'sive']","[['ap', '2'], ['pre', '0'], ['hen', '1'], ['sive', '0']]",appre-fuckin-hensive
APPRENTICESHIP,4,"['ap', 'pren', 'tice', 'ship']","[['ap', '0'], ['pren', '1'], ['tice', '0'], ['ship', '2']]",ap-fuckin-prenticeship
APPROACHABLE,4,"['ap', 'proach', 'a', 'ble']","[['ap', '0'], ['proach', '1'], ['a', '0'], ['ble', '0']]",ap-fuckin-proachable
APPROBATION,4,"['ap', 'pro', 'ba', 'tion']","[['ap', '2'], ['pro', '0'], ['ba', '1'], ['tion', '0']]",appro-fuckin-bation
APPROPRIATE,4,"['ap', 'pro', 'pri', 'ate']","[['ap', '0'], ['pro', '1'], ['pri', '0'], ['ate', '0']]",ap-fuckin-propriate
APPROVABLE,4,"['ap', 'prov', 'a', 'ble']","[['ap', '0'], ['prov', '1'], ['a', '0'], ['ble', '0']]",ap-fuckin-provable
APPROVINGLY,4,"['ap', 'prov', 'ing', 'ly']","[['ap', '0'], ['prov', '1'], ['ing', '0'], ['ly', '0']]",ap-fuckin-provingly
APPROXIMATE,4,"['ap', 'prox', 'i', 'mate']","[['ap', '0'], ['prox', '1'], ['i', '0'], ['mate', '0']]",ap-fuckin-proximate
AQUAMARINE,4,"['aq', 'ua', 'ma', 'rine']","[['aq', '2'], ['ua', '0'], ['ma', '0'], ['rine', '1']]",aquama-fuckin-rine
AQUARIUM,4,"['a', 'quar', 'i', 'um']","[['a', '0'], ['quar', '1'], ['i', '0'], ['um', '0']]",a-fuckin-quarium
AQUARIUMS,4,"['a', 'quar', 'i', 'ums']","[['a', '0'], ['quar', '1'], ['i', '0'], ['ums', '0']]",a-fuckin-quariums
AQUARIUS,4,"['a', 'quar', 'i', 'us']","[['a', '0'], ['quar', '1'], ['i', '0'], ['us', '0']]",a-fuckin-quarius
ARABELLA,4,"['Ar', 'a', 'bel', 'la']","[['Ar', '2'], ['a', '0'], ['bel', '1'], ['la', '0']]",Ara-fuckin-bella
ARABIA,4,"['A', 'ra', 'bi', 'a']","[['A', '0'], ['ra', '1'], ['bi', '0'], ['a', '0']]",A-fuckin-rabia
ARABIAN,4,"['A', 'ra', 'bi', 'an']","[['A', '0'], ['ra', '1'], ['bi', '0'], ['an', '0']]",A-fuckin-rabian
ARAPAHO,4,"['A', 'rap', 'a', 'ho']","[['A', '0'], ['rap', '1'], ['a', '0'], ['ho', '2']]",A-fuckin-rapaho
ARBITRATION,4,"['ar', 'bi', 'tra', 'tion']","[['ar', '2'], ['bi', '0'], ['tra', '1'], ['tion', '0']]",arbi-fuckin-tration
ARBOREAL,4,"['ar', 'bo', 're', 'al']","[['ar', '0'], ['bo', '1'], ['re', '0'], ['al', '0']]",ar-fuckin-boreal
ARBORETUM,4,"['ar', 'bo', 're', 'tum']","[['ar', '2'], ['bo', '0'], ['re', '1'], ['tum', '0']]",arbo-fuckin-retum
ARCADIA,4,"['Ar', 'ca', 'di', 'a']","[['Ar', '0'], ['ca', '1'], ['di', '0'], ['a', '0']]",Ar-fuckin-cadia
ARCADIAN,4,"['Ar', 'ca', 'di', 'an']","[['Ar', '2'], ['ca', '1'], ['di', '0'], ['an', '0']]",Ar-fuckin-cadian
ARCHIMEDES,4,"['Ar', 'chi', 'me', 'des']","[['Ar', '2'], ['chi', '0'], ['me', '1'], ['des', '0']]",Archi-fuckin-medes
ARGENTINA,4,"['Ar', 'gen', 'ti', 'na']","[['Ar', '2'], ['gen', '0'], ['ti', '1'], ['na', '0']]",Argen-fuckin-tina
ARIADNE,4,"['Ar', 'i', 'ad', 'ne']","[['Ar', '2'], ['i', '0'], ['ad', '1'], ['ne', '0']]",Ari-fuckin-adne
ARIANA,4,"['Ar', 'i', 'an', 'a']","[['Ar', '0'], ['i', '0'], ['an', '1'], ['a', '0']]",Ari-fuckin-ana
ARIANNA,4,"['Ar', 'i', 'an', 'na']","[['Ar', '0'], ['i', '0'], ['an', '1'], ['na', '0']]",Ari-fuckin-anna
ARISTOCRAT,4,"['a', 'ris', 'to', 'crat']","[['a', '0'], ['ris', '1'], ['to', '0'], ['crat', '2']]",a-fuckin-ristocrat
