,word,num_syllables,syllables,stress_pattern,infixed
20279,CATHY,2,"['Cath', 'y']","[['Cath', '1'], ['y', '0']]",C-iz-athy
20280,CATLIKE,2,"['cat', 'like']","[['cat', '1'], ['like', '2']]",c-iz-atlike
20281,CATLIN,2,"['Cat', 'lin']","[['Cat', '1'], ['lin', '0']]",C-iz-atlin
20282,CATNAP,2,"['cat', 'nap']","[['cat', '1'], ['nap', '2']]",c-iz-atnap
20283,CATNIP,2,"['cat', 'nip']","[['cat', '1'], ['nip', '0']]",c-iz-atnip
20284,CATS,1,['cats'],"[['cats', '1']]",c-iz-ats
20285,CATSKILLS,2,"['Cats', 'kills']","[['Cats', '1'], ['kills', '2']]",C-iz-atskills
20286,CATSUP,2,"['cat', 'sup']","[['cat', '1'], ['sup', '0']]",c-iz-atsup
20287,CATT,1,['catt'],"[['catt', '1']]",c-iz-att
20288,CATTLE,2,"['cat', 'tle']","[['cat', '1'], ['tle', '0']]",c-iz-attle
20290,CATTY,2,"['cat', 'ty']","[['cat', '1'], ['ty', '0']]",c-iz-atty
20291,CATWALK,2,"['cat', 'walk']","[['cat', '1'], ['walk', '2']]",c-iz-atwalk
20294,CAUCUS,2,"['cau', 'cus']","[['cau', '1'], ['cus', '0']]",c-iz-aucus
20296,CAUDAL,2,"['cau', 'dal']","[['cau', '1'], ['dal', '0']]",c-iz-audal
20297,CAUDLE,2,"['cau', 'dle']","[['cau', '1'], ['dle', '0']]",c-iz-audle
20298,CAUGHT,1,['caught'],"[['caught', '1']]",c-iz-aught
20299,CAUL,1,['caul'],"[['caul', '1']]",c-iz-aul
20300,CAULDRON,2,"['caul', 'dron']","[['caul', '1'], ['dron', '0']]",c-iz-auldron
20302,CAULK,1,['caulk'],"[['caulk', '1']]",c-iz-aulk
20303,CAULKING,2,"['caulk', 'ing']","[['caulk', '1'], ['ing', '0']]",c-iz-aulking
20304,CAUSAL,2,"['caus', 'al']","[['caus', '1'], ['al', '0']]",c-iz-ausal
20309,CAUSE,1,['cause'],"[['cause', '1']]",c-iz-ause
20310,CAUSED,1,['caused'],"[['caused', '1']]",c-iz-aused
20311,CAUSER,2,"['caus', 'er']","[['caus', '1'], ['er', '0']]",c-iz-auser
20312,CAUSEWAY,2,"['cause', 'way']","[['cause', '1'], ['way', '2']]",c-iz-auseway
20313,CAUSEY,2,"['cau', 'sey']","[['cau', '1'], ['sey', '0']]",c-iz-ausey
20314,CAUSING,2,"['caus', 'ing']","[['caus', '1'], ['ing', '0']]",c-iz-ausing
20315,CAUSTIC,2,"['caus', 'tic']","[['caus', '1'], ['tic', '0']]",c-iz-austic
20316,CAUTION,2,"['cau', 'tion']","[['cau', '1'], ['tion', '0']]",c-iz-aution
20318,CAUTIOUS,2,"['cau', 'tious']","[['cau', '1'], ['tious', '0']]",c-iz-autious
20325,CAVE,1,['cave'],"[['cave', '1']]",c-iz-ave
20327,CAVED,1,['caved'],"[['caved', '1']]",c-iz-aved
20328,CAVELL,2,"['Cav', 'ell']","[['Cav', '0'], ['ell', '1']]",Cav-iz-ell
20330,CAVER,2,"['cav', 'er']","[['cav', '1'], ['er', '0']]",c-iz-aver
20331,CAVERN,2,"['cav', 'ern']","[['cav', '1'], ['ern', '0']]",c-iz-avern
20333,CAVES,1,['caves'],"[['caves', '1']]",c-iz-aves
20335,CAVIN,2,"['cav', 'in']","[['cav', '1'], ['in', '0']]",c-iz-avin
20336,CAVING,2,"['cav', 'ing']","[['cav', '1'], ['ing', '0']]",c-iz-aving
20339,CAVORT,2,"['ca', 'vort']","[['ca', '0'], ['vort', '1']]",cav-iz-ort
20340,CAW,1,['caw'],"[['caw', '1']]",c-iz-aw
20341,CAXTON,2,"['Cax', 'ton']","[['Cax', '1'], ['ton', '0']]",C-iz-axton
20342,CAY,1,['cay'],"[['cay', '1']]",c-iz-ay
20343,CAYCE,1,['cayce'],"[['cayce', '1']]",c-iz-ayce
20344,CAYENNE,2,"['cay', 'enne']","[['cay', '2'], ['enne', '1']]",cay-iz-enne
20345,CAYES,1,['cayes'],"[['cayes', '1']]",c-iz-ayes
20346,CAYMAN,2,"['cay', 'man']","[['cay', '1'], ['man', '0']]",c-iz-ayman
20347,CAYMANS,2,"['cay', 'mans']","[['cay', '1'], ['mans', '0']]",c-iz-aymans
20349,CC,2,"['C', 'C']","[['C', '1'], ['C', '1']]",
20350,CD,2,"['C', 'D']","[['C', '1'], ['D', '1']]",
20352,CEASE,1,['cease'],"[['cease', '1']]",c-iz-ease
20353,CEASED,1,['ceased'],"[['ceased', '1']]",c-iz-eased
20354,CEASELESS,2,"['cease', 'less']","[['cease', '1'], ['less', '0']]",c-iz-easeless
20356,CEASING,2,"['ceas', 'ing']","[['ceas', '1'], ['ing', '0']]",c-iz-easing
20357,CECH,1,['Cech'],"[['Cech', '1']]",c-iz-ech
20358,CECILE,2,"['Ce', 'cile']","[['Ce', '0'], ['cile', '1']]",Cec-iz-ile
20360,CEDAR,2,"['ce', 'dar']","[['ce', '1'], ['dar', '0']]",c-iz-edar
20361,CEDE,1,['cede'],"[['cede', '1']]",c-iz-ede
20362,CEDED,2,"['ced', 'ed']","[['ced', '1'], ['ed', '0']]",c-iz-eded
20363,CEDER,2,"['ced', 'er']","[['ced', '1'], ['er', '0']]",c-iz-eder
20364,CEDES,1,['cedes'],"[['cedes', '1']]",c-iz-edes
20365,CEDING,2,"['ced', 'ing']","[['ced', '1'], ['ing', '0']]",c-iz-eding
20366,CEES,1,['cees'],"[['cees', '1']]",c-iz-ees
20367,CEILING,2,"['ceil', 'ing']","[['ceil', '1'], ['ing', '0']]",c-iz-eiling
20368,CEL,1,['cel'],"[['cel', '1']]",c-iz-el
20371,CELE,1,['cele'],"[['cele', '1']]",c-iz-ele
20382,CELESTE,2,"['Ce', 'leste']","[['Ce', '0'], ['leste', '1']]",Cel-iz-este
20384,CELIA,2,"['Cel', 'ia']","[['Cel', '1'], ['ia', '0']]",C-iz-elia
20387,CELL,1,['cell'],"[['cell', '1']]",c-iz-ell
20388,CELLA,2,"['cel', 'la']","[['cel', '1'], ['la', '0']]",c-iz-ella
20389,CELLAR,2,"['cel', 'lar']","[['cel', '1'], ['lar', '0']]",c-iz-ellar
20390,CELLED,1,['celled'],"[['celled', '1']]",c-iz-elled
20392,CELLIST,2,"['cel', 'list']","[['cel', '1'], ['list', '0']]",c-iz-ellist
20393,CELLO,2,"['cel', 'lo']","[['cel', '1'], ['lo', '0']]",c-iz-ello
20395,CELLPHONE,2,"['cell', 'phone']","[['cell', '1'], ['phone', '0']]",c-iz-ellphone
20396,CELLS,1,['cells'],"[['cells', '1']]",c-iz-ells
20401,CELT,1,['celt'],"[['celt', '1']]",c-iz-elt
20402,CELTIC,2,"['Celt', 'ic']","[['Celt', '1'], ['ic', '0']]",C-iz-eltic
20403,CELTS,1,['celts'],"[['celts', '1']]",c-iz-elts
20404,CEMENT,2,"['ce', 'ment']","[['ce', '0'], ['ment', '1']]",cem-iz-ent
20408,CENSER,2,"['cen', 'ser']","[['cen', '1'], ['ser', '0']]",c-iz-enser
20409,CENSOR,2,"['cen', 'sor']","[['cen', '1'], ['sor', '0']]",c-iz-ensor
20411,CENSURE,2,"['cen', 'sure']","[['cen', '1'], ['sure', '0']]",c-iz-ensure
20412,CENSURED,2,"['cen', 'sured']","[['cen', '1'], ['sured', '0']]",c-iz-ensured
20413,CENSUS,2,"['cen', 'sus']","[['cen', '1'], ['sus', '0']]",c-iz-ensus
20415,CENT,1,['cent'],"[['cent', '1']]",c-iz-ent
20416,CENTAUR,2,"['cen', 'taur']","[['cen', '1'], ['taur', '2']]",c-iz-entaur
20421,CENTER,2,"['cen', 'ter']","[['cen', '1'], ['ter', '0']]",c-iz-enter
20422,CENTERED,2,"['cen', 'tered']","[['cen', '1'], ['tered', '0']]",c-iz-entered
20428,CENTIME,2,"['cen', 'time']","[['cen', '1'], ['time', '2']]",c-iz-entime
20429,CENTIMES,2,"['cen', 'times']","[['cen', '1'], ['times', '2']]",c-iz-entimes
20433,CENTNER,2,"['cent', 'ner']","[['cent', '1'], ['ner', '0']]",c-iz-entner
20434,CENTRAL,2,"['cen', 'tral']","[['cen', '1'], ['tral', '0']]",c-iz-entral
20441,CENTRE,2,"['cen', 'tre']","[['cen', '1'], ['tre', '0']]",c-iz-entre
20444,CENTRIST,2,"['cen', 'trist']","[['cen', '1'], ['trist', '0']]",c-iz-entrist
20445,CENTRO,2,"['cen', 'tro']","[['cen', '1'], ['tro', '0']]",c-iz-entro
20446,CENTS,1,['cents'],"[['cents', '1']]",c-iz-ents
20447,CENTUM,2,"['cen', 'tum']","[['cen', '1'], ['tum', '0']]",c-iz-entum
20451,CEP,1,['cep'],"[['cep', '1']]",c-iz-ep
20455,CERA,2,"['ce', 'ra']","[['ce', '1'], ['ra', '0']]",c-iz-era
20465,CERES,2,"['Ce', 'res']","[['Ce', '1'], ['res', '0']]",C-iz-eres
20466,CERF,1,['cerf'],"[['cerf', '1']]",c-iz-erf
20467,CERISE,2,"['ce', 'rise']","[['ce', '0'], ['rise', '1']]",cer-iz-ise
20468,CERN,1,['cern'],"[['cern', '1']]",c-iz-ern
20469,CERTAIN,2,"['cer', 'tain']","[['cer', '1'], ['tain', '0']]",c-iz-ertain
20480,CERVIX,2,"['cer', 'vix']","[['cer', '1'], ['vix', '0']]",c-iz-ervix
20481,CERYL,2,"['ce', 'ryl']","[['ce', '1'], ['ryl', '0']]",c-iz-eryl
20482,CESAR,2,"['Ce', 'sar']","[['Ce', '1'], ['sar', '0']]",C-iz-esar
20486,CESSPOOL,2,"['cess', 'pool']","[['cess', '1'], ['pool', '2']]",c-iz-esspool
20488,CETUS,2,"['Ce', 'tus']","[['Ce', '1'], ['tus', '0']]",C-iz-etus
20489,CEYLON,2,"['Cey', 'lon']","[['Cey', '0'], ['lon', '1']]",Ceyl-iz-on
20490,CHA,1,['cha'],"[['cha', '1']]",ch-iz-a
20491,CHABLIS,2,"['Cha', 'blis']","[['Cha', '0'], ['blis', '1']]",Chabl-iz-is
20492,CHACE,1,['chace'],"[['chace', '1']]",ch-iz-ace
20493,CHAD,1,['chad'],"[['chad', '1']]",ch-iz-ad
20494,CHADD,1,['chadd'],"[['chadd', '1']]",ch-iz-add
20496,CHAFE,1,['chafe'],"[['chafe', '1']]",ch-iz-afe
20497,CHAFED,1,['chafed'],"[['chafed', '1']]",ch-iz-afed
20498,CHAFES,1,['chafes'],"[['chafes', '1']]",ch-iz-afes
20499,CHAFF,1,['chaff'],"[['chaff', '1']]",ch-iz-aff
20500,CHAFFY,2,"['chaff', 'y']","[['chaff', '1'], ['y', '0']]",ch-iz-affy
20501,CHAFING,2,"['chaf', 'ing']","[['chaf', '1'], ['ing', '0']]",ch-iz-afing
20502,CHAGALL,2,"['Cha', 'gall']","[['Cha', '0'], ['gall', '1']]",Chag-iz-all
20503,CHAGRIN,2,"['cha', 'grin']","[['cha', '0'], ['grin', '1']]",chagr-iz-in
20504,CHAGRINED,2,"['cha', 'grined']","[['cha', '0'], ['grined', '1']]",chagr-iz-ined
20505,CHAI,1,['chai'],"[['chai', '1']]",ch-iz-ai
20506,CHAIM,2,"['Cha', 'im']","[['Cha', '1'], ['im', '0']]",Ch-iz-aim
20507,CHAIN,1,['chain'],"[['chain', '1']]",ch-iz-ain
20508,CHAINED,1,['chained'],"[['chained', '1']]",ch-iz-ained
20509,CHAINS,1,['chains'],"[['chains', '1']]",ch-iz-ains
20510,CHAINSAW,2,"['chain', 'saw']","[['chain', '1'], ['saw', '2']]",ch-iz-ainsaw
20511,CHAIR,1,['chair'],"[['chair', '1']]",ch-iz-air
20512,CHAIRED,1,['chaired'],"[['chaired', '1']]",ch-iz-aired
20513,CHAIRMAN,2,"['chair', 'man']","[['chair', '1'], ['man', '0']]",ch-iz-airman
20515,CHAIRMEN,2,"['chair', 'men']","[['chair', '1'], ['men', '0']]",ch-iz-airmen
20517,CHAIRS,1,['chairs'],"[['chairs', '1']]",ch-iz-airs
20520,CHAISE,1,['chaise'],"[['chaise', '1']]",ch-iz-aise
20521,CHAIT,1,['chait'],"[['chait', '1']]",ch-iz-ait
20522,CHALET,2,"['cha', 'let']","[['cha', '1'], ['let', '2']]",ch-iz-alet
20523,CHALETS,2,"['cha', 'lets']","[['cha', '0'], ['lets', '1']]",chal-iz-ets
20524,CHALK,1,['chalk'],"[['chalk', '1']]",ch-iz-alk
20525,CHALKED,1,['chalked'],"[['chalked', '1']]",ch-iz-alked
20526,CHALKS,1,['chalks'],"[['chalks', '1']]",ch-iz-alks
20527,CHALLENGE,2,"['chal', 'lenge']","[['chal', '1'], ['lenge', '0']]",ch-iz-allenge
20528,CHALLENGED,2,"['chal', 'lenged']","[['chal', '1'], ['lenged', '0']]",ch-iz-allenged
20531,CHALLIS,2,"['chal', 'lis']","[['chal', '1'], ['lis', '0']]",ch-iz-allis
20532,CHAM,1,['cham'],"[['cham', '1']]",ch-iz-am
20533,CHAMBER,2,"['cham', 'ber']","[['cham', '1'], ['ber', '0']]",ch-iz-amber
20534,CHAMBERED,2,"['cham', 'bered']","[['cham', '1'], ['bered', '0']]",ch-iz-ambered
20536,CHAMBERS,2,"['Cham', 'bers']","[['Cham', '1'], ['bers', '0']]",Ch-iz-ambers
20538,CHAMP,1,['champ'],"[['champ', '1']]",ch-iz-amp
20539,CHAMPAGNE,2,"['cham', 'pagne']","[['cham', '0'], ['pagne', '1']]",champ-iz-agne
20540,CHAMPAIGN,2,"['cham', 'paign']","[['cham', '0'], ['paign', '1']]",champ-iz-aign
20543,CHAMPLAIN,2,"['Cham', 'plain']","[['Cham', '0'], ['plain', '1']]",Champl-iz-ain
20544,CHAMPLIN,2,"['Champ', 'lin']","[['Champ', '1'], ['lin', '0']]",Ch-iz-amplin
20545,CHAMPS,1,['champs'],"[['champs', '1']]",ch-iz-amps
20546,CHAN,1,['chan'],"[['chan', '1']]",ch-iz-an
20547,CHANCE,1,['chance'],"[['chance', '1']]",ch-iz-ance
20550,CHANCY,2,"['chanc', 'y']","[['chanc', '1'], ['y', '0']]",ch-iz-ancy
20552,CHANDLER,2,"['chan', 'dler']","[['chan', '1'], ['dler', '0']]",ch-iz-andler
20553,CHANEL,2,"['Cha', 'nel']","[['Cha', '0'], ['nel', '1']]",Chan-iz-el
20554,CHANEY,2,"['Cha', 'ney']","[['Cha', '1'], ['ney', '0']]",Ch-iz-aney
20555,CHANG,1,['chang'],"[['chang', '1']]",ch-iz-ang
20556,CHANGE,1,['change'],"[['change', '1']]",ch-iz-ange
20558,CHANGED,1,['changed'],"[['changed', '1']]",ch-iz-anged
20560,CHANGER,2,"['chang', 'er']","[['chang', '1'], ['er', '0']]",ch-iz-anger
20561,CHANGING,2,"['chang', 'ing']","[['chang', '1'], ['ing', '0']]",ch-iz-anging
20562,CHANNEL,2,"['chan', 'nel']","[['chan', '1'], ['nel', '0']]",ch-iz-annel
20563,CHANNELED,2,"['chan', 'neled']","[['chan', '1'], ['neled', '0']]",ch-iz-anneled
20565,CHANT,1,['chant'],"[['chant', '1']]",ch-iz-ant
20566,CHANTING,2,"['chant', 'ing']","[['chant', '1'], ['ing', '0']]",ch-iz-anting
20567,CHANTS,1,['chants'],"[['chants', '1']]",ch-iz-ants
20569,CHAO,1,['chao'],"[['chao', '1']]",ch-iz-ao
20570,CHAOS,2,"['cha', 'os']","[['cha', '1'], ['os', '0']]",ch-iz-aos
20572,CHAP,1,['chap'],"[['chap', '1']]",ch-iz-ap
20574,CHAPEL,2,"['chap', 'el']","[['chap', '1'], ['el', '0']]",ch-iz-apel
20577,CHAPLAIN,2,"['chap', 'lain']","[['chap', '1'], ['lain', '0']]",ch-iz-aplain
20578,CHAPLIN,2,"['Chap', 'lin']","[['Chap', '1'], ['lin', '0']]",Ch-iz-aplin
20579,CHAPMAN,2,"['chap', 'man']","[['chap', '1'], ['man', '0']]",ch-iz-apman
20580,CHAPPIE,2,"['chap', 'pie']","[['chap', '1'], ['pie', '0']]",ch-iz-appie
20581,CHAPS,1,['chaps'],"[['chaps', '1']]",ch-iz-aps
20582,CHAPTER,2,"['chap', 'ter']","[['chap', '1'], ['ter', '0']]",ch-iz-apter
20583,CHAR,1,['char'],"[['char', '1']]",ch-iz-ar
20593,CHARADE,2,"['cha', 'rade']","[['cha', '0'], ['rade', '1']]",char-iz-ade
20594,CHARCOAL,2,"['char', 'coal']","[['char', '1'], ['coal', '2']]",ch-iz-arcoal
20595,CHARD,1,['chard'],"[['chard', '1']]",ch-iz-ard
20597,CHARETTE,2,"['cha', 'rette']","[['cha', '0'], ['rette', '1']]",char-iz-ette
20598,CHARGE,1,['charge'],"[['charge', '1']]",ch-iz-arge
20600,CHARGED,1,['charged'],"[['charged', '1']]",ch-iz-arged
20601,CHARGER,2,"['charg', 'er']","[['charg', '1'], ['er', '0']]",ch-iz-arger
20602,CHARGING,2,"['charg', 'ing']","[['charg', '1'], ['ing', '0']]",ch-iz-arging
20612,CHARLENE,2,"['Char', 'lene']","[['Char', '0'], ['lene', '1']]",Charl-iz-ene
20613,CHARLES,1,['Charles'],"[['Charles', '1']]",ch-iz-arles
20614,CHARLESTON,2,"['Charles', 'ton']","[['Charles', '1'], ['ton', '0']]",Ch-iz-arleston
20615,CHARLESTOWN,2,"['Charles', 'town']","[['Charles', '1'], ['town', '2']]",Ch-iz-arlestown
20616,CHARLEY,2,"['Char', 'ley']","[['Char', '1'], ['ley', '0']]",Ch-iz-arley
20617,CHARLIE,2,"['Char', 'lie']","[['Char', '1'], ['lie', '0']]",Ch-iz-arlie
20618,CHARLOTTE,2,"['Char', 'lotte']","[['Char', '1'], ['lotte', '0']]",Ch-iz-arlotte
20621,CHARLS,1,['Charls'],"[['Charls', '1']]",ch-iz-arls
20622,CHARM,1,['charm'],"[['charm', '1']]",ch-iz-arm
20623,CHARMED,1,['charmed'],"[['charmed', '1']]",ch-iz-armed
20624,CHARMER,2,"['charm', 'er']","[['charm', '1'], ['er', '0']]",ch-iz-armer
20625,CHARMING,2,"['charm', 'ing']","[['charm', '1'], ['ing', '0']]",ch-iz-arming
20627,CHARMS,1,['charms'],"[['charms', '1']]",ch-iz-arms
20628,CHARON,2,"['Char', 'on']","[['Char', '1'], ['on', '0']]",Ch-iz-aron
20629,CHARPIE,2,"['char', 'pie']","[['char', '1'], ['pie', '0']]",ch-iz-arpie
20630,CHARRED,1,['charred'],"[['charred', '1']]",ch-iz-arred
20632,CHARRING,2,"['char', 'ring']","[['char', '1'], ['ring', '0']]",ch-iz-arring
20633,CHARRY,2,"['char', 'ry']","[['char', '1'], ['ry', '0']]",ch-iz-arry
20634,CHART,1,['chart'],"[['chart', '1']]",ch-iz-art
20635,CHARTER,2,"['char', 'ter']","[['char', '1'], ['ter', '0']]",ch-iz-arter
20636,CHARTERED,2,"['char', 'tered']","[['char', '1'], ['tered', '0']]",ch-iz-artered
20638,CHARTIST,2,"['Chart', 'ist']","[['Chart', '1'], ['ist', '0']]",Ch-iz-artist
20639,CHARTS,1,['charts'],"[['charts', '1']]",ch-iz-arts
20640,CHARY,2,"['char', 'y']","[['char', '1'], ['y', '0']]",ch-iz-ary
20641,CHAS,1,['chas'],"[['chas', '1']]",ch-iz-as
20642,CHASE,1,['chase'],"[['chase', '1']]",ch-iz-ase
20643,CHASED,1,['chased'],"[['chased', '1']]",ch-iz-ased
20644,CHASER,2,"['chas', 'er']","[['chas', '1'], ['er', '0']]",ch-iz-aser
20645,CHASING,2,"['chas', 'ing']","[['chas', '1'], ['ing', '0']]",ch-iz-asing
20646,CHASSIS,2,"['chas', 'sis']","[['chas', '1'], ['sis', '0']]",ch-iz-assis
20647,CHASTE,1,['chaste'],"[['chaste', '1']]",ch-iz-aste
20648,CHASTEN,2,"['chas', 'ten']","[['chas', '1'], ['ten', '0']]",ch-iz-asten
20649,CHASTENED,2,"['chas', 'tened']","[['chas', '1'], ['tened', '0']]",ch-iz-astened
20650,CHASTISE,2,"['chas', 'tise']","[['chas', '0'], ['tise', '1']]",chast-iz-ise
20651,CHASTISED,2,"['chas', 'tised']","[['chas', '0'], ['tised', '1']]",chast-iz-ised
20654,CHAT,1,['chat'],"[['chat', '1']]",ch-iz-at
20655,CHATEAU,2,"['cha', 'teau']","[['cha', '0'], ['teau', '1']]",chat-iz-eau
20656,CHATS,1,['chats'],"[['chats', '1']]",ch-iz-ats
20659,CHATTED,2,"['chat', 'ted']","[['chat', '1'], ['ted', '0']]",ch-iz-atted
20660,CHATTEL,2,"['chat', 'tel']","[['chat', '1'], ['tel', '0']]",ch-iz-attel
20661,CHATTER,2,"['chat', 'ter']","[['chat', '1'], ['ter', '0']]",ch-iz-atter
20663,CHATTING,2,"['chat', 'ting']","[['chat', '1'], ['ting', '0']]",ch-iz-atting
20664,CHATTY,2,"['chat', 'ty']","[['chat', '1'], ['ty', '0']]",ch-iz-atty
20665,CHATWIN,2,"['Chat', 'win']","[['Chat', '1'], ['win', '0']]",Ch-iz-atwin
20666,CHAUCER,2,"['Chau', 'cer']","[['Chau', '1'], ['cer', '0']]",Ch-iz-aucer
20667,CHAUFFEUR,2,"['chauf', 'feur']","[['chauf', '0'], ['feur', '1']]",chauff-iz-eur
20668,CHAUNCE,1,['Chaunce'],"[['Chaunce', '1']]",ch-iz-aunce
20669,CHAUSSE,1,['chausse'],"[['chausse', '1']]",ch-iz-ausse
20673,CHAVEZ,2,"['Cha', 'vez']","[['Cha', '1'], ['vez', '0']]",Ch-iz-avez
20674,CHAW,1,['chaw'],"[['chaw', '1']]",ch-iz-aw
20675,CHAZ,1,['Chaz'],"[['Chaz', '1']]",ch-iz-az
20676,CHAZZ,1,['Chazz'],"[['Chazz', '1']]",ch-iz-azz
20677,CHE,1,['che'],"[['che', '1']]",ch-iz-e
20678,CHEAP,1,['cheap'],"[['cheap', '1']]",ch-iz-eap
20679,CHEAPEN,2,"['cheap', 'en']","[['cheap', '1'], ['en', '0']]",ch-iz-eapen
20680,CHEAPER,2,"['cheap', 'er']","[['cheap', '1'], ['er', '0']]",ch-iz-eaper
20681,CHEAPEST,2,"['cheap', 'est']","[['cheap', '1'], ['est', '0']]",ch-iz-eapest
20682,CHEAPLY,2,"['cheap', 'ly']","[['cheap', '1'], ['ly', '0']]",ch-iz-eaply
20683,CHEAPNESS,2,"['cheap', 'ness']","[['cheap', '1'], ['ness', '0']]",ch-iz-eapness
20684,CHEAPO,2,"['cheap', 'o']","[['cheap', '1'], ['o', '2']]",ch-iz-eapo
20685,CHEAPSKATE,2,"['cheap', 'skate']","[['cheap', '1'], ['skate', '2']]",ch-iz-eapskate
20686,CHEAT,1,['cheat'],"[['cheat', '1']]",ch-iz-eat
20687,CHEATER,2,"['cheat', 'er']","[['cheat', '1'], ['er', '0']]",ch-iz-eater
20688,CHEATS,1,['cheats'],"[['cheats', '1']]",ch-iz-eats
20689,CHECHEN,2,"['Che', 'chen']","[['Che', '1'], ['chen', '0']]",Ch-iz-echen
20690,CHECK,1,['check'],"[['check', '1']]",ch-iz-eck
20691,CHECKBOOK,2,"['check', 'book']","[['check', '1'], ['book', '2']]",ch-iz-eckbook
20692,CHECKED,1,['checked'],"[['checked', '1']]",ch-iz-ecked
20693,CHECKER,2,"['check', 'er']","[['check', '1'], ['er', '0']]",ch-iz-ecker
20695,CHECKERED,2,"['check', 'ered']","[['check', '1'], ['ered', '0']]",ch-iz-eckered
20696,CHECKERS,2,"['check', 'ers']","[['check', '1'], ['ers', '0']]",ch-iz-eckers
20698,CHECKLIST,2,"['check', 'list']","[['check', '1'], ['list', '2']]",ch-iz-ecklist
20699,CHECKMATE,2,"['check', 'mate']","[['check', '1'], ['mate', '2']]",ch-iz-eckmate
20700,CHECKOFF,2,"['check', 'off']","[['check', '1'], ['off', '2']]",ch-iz-eckoff
20701,CHECKOUT,2,"['check', 'out']","[['check', '1'], ['out', '2']]",ch-iz-eckout
20702,CHECKPOINT,2,"['check', 'point']","[['check', '1'], ['point', '2']]",ch-iz-eckpoint
20703,CHECKS,1,['checks'],"[['checks', '1']]",ch-iz-ecks
20704,CHECKUP,2,"['check', 'up']","[['check', '1'], ['up', '2']]",ch-iz-eckup
20705,CHEDDAR,2,"['ched', 'dar']","[['ched', '1'], ['dar', '0']]",ch-iz-eddar
20706,CHEE,1,['chee'],"[['chee', '1']]",ch-iz-ee
20707,CHEECH,1,['cheech'],"[['cheech', '1']]",ch-iz-eech
20708,CHEEK,1,['cheek'],"[['cheek', '1']]",ch-iz-eek
20709,CHEEKBONE,2,"['cheek', 'bone']","[['cheek', '1'], ['bone', '2']]",ch-iz-eekbone
20710,CHEEKED,1,['cheeked'],"[['cheeked', '1']]",ch-iz-eeked
20711,CHEEKS,1,['cheeks'],"[['cheeks', '1']]",ch-iz-eeks
20712,CHEEKY,2,"['cheek', 'y']","[['cheek', '1'], ['y', '0']]",ch-iz-eeky
20713,CHEER,1,['cheer'],"[['cheer', '1']]",ch-iz-eer
20714,CHEERED,1,['cheered'],"[['cheered', '1']]",ch-iz-eered
20715,CHEERFUL,2,"['cheer', 'ful']","[['cheer', '1'], ['ful', '0']]",ch-iz-eerful
20721,CHEERS,1,['cheers'],"[['cheers', '1']]",ch-iz-eers
20722,CHEERY,2,"['cheer', 'y']","[['cheer', '1'], ['y', '0']]",ch-iz-eery
20723,CHEESE,1,['cheese'],"[['cheese', '1']]",ch-iz-eese
20725,CHEESECAKE,2,"['cheese', 'cake']","[['cheese', '1'], ['cake', '2']]",ch-iz-eesecake
20728,CHEESY,2,"['chees', 'y']","[['chees', '1'], ['y', '0']]",ch-iz-eesy
20729,CHEETAH,2,"['chee', 'tah']","[['chee', '1'], ['tah', '0']]",ch-iz-eetah
20730,CHEEVER,2,"['Chee', 'ver']","[['Chee', '1'], ['ver', '0']]",Ch-iz-eever
20731,CHEF,1,['chef'],"[['chef', '1']]",ch-iz-ef
20732,CHEFS,1,['chefs'],"[['chefs', '1']]",ch-iz-efs
20733,CHEK,1,['chek'],"[['chek', '1']]",ch-iz-ek
20734,CHEKHOV,2,"['Che', 'khov']","[['Che', '1'], ['khov', '0']]",Ch-iz-ekhov
20735,CHELL,1,['chell'],"[['chell', '1']]",ch-iz-ell
20736,CHELSEA,2,"['Chel', 'sea']","[['Chel', '1'], ['sea', '0']]",Ch-iz-elsea
20738,CHEM,1,['chem'],"[['chem', '1']]",ch-iz-em
20740,CHEMISE,2,"['che', 'mise']","[['che', '0'], ['mise', '1']]",chem-iz-ise
20741,CHEMIST,2,"['chem', 'ist']","[['chem', '1'], ['ist', '0']]",ch-iz-emist
20743,CHEMISTS,2,"['chem', 'ists']","[['chem', '1'], ['ists', '0']]",ch-iz-emists
20745,CHEN,1,['Chen'],"[['Chen', '1']]",ch-iz-en
20746,CHENEY,2,"['Che', 'ney']","[['Che', '1'], ['ney', '0']]",Ch-iz-eney
20747,CHENG,1,['cheng'],"[['cheng', '1']]",ch-iz-eng
20748,CHER,1,['cher'],"[['cher', '1']]",ch-iz-er
20749,CHERIE,2,"['Cher', 'ie']","[['Cher', '1'], ['ie', '0']]",Ch-iz-erie
20750,CHERISH,2,"['cher', 'ish']","[['cher', '1'], ['ish', '0']]",ch-iz-erish
20751,CHERNE,1,['cherne'],"[['cherne', '1']]",ch-iz-erne
20755,CHERRIES,2,"['cher', 'ries']","[['cher', '1'], ['ries', '0']]",ch-iz-erries
20756,CHERRY,2,"['cher', 'ry']","[['cher', '1'], ['ry', '0']]",ch-iz-erry
20758,CHERT,1,['chert'],"[['chert', '1']]",ch-iz-ert
20759,CHERTS,1,['cherts'],"[['cherts', '1']]",ch-iz-erts
20760,CHERUB,2,"['cher', 'ub']","[['cher', '1'], ['ub', '0']]",ch-iz-erub
