word,num_syllables,syllables,stress_pattern
DISENFRANCHISEMENT,5,"['dis', 'en', 'fran', 'chise', 'ment']","[['dis', '0'], ['en', '0'], ['fran', '1'], ['chise', '2'], ['ment', '0']]"
DISENGAGE,3,"['dis', 'en', 'gage']","[['dis', '0'], ['en', '0'], ['gage', '1']]"
DISENGAGED,3,"['dis', 'en', 'gaged']","[['dis', '0'], ['en', '0'], ['gaged', '1']]"
DISENGAGEMENT,4,"['dis', 'en', 'gage', 'ment']","[['dis', '0'], ['en', '0'], ['gage', '1'], ['ment', '0']]"
DISENGAGING,4,"['dis', 'en', 'gag', 'ing']","[['dis', '0'], ['en', '0'], ['gag', '1'], ['ing', '0']]"
DISENTANGLE,4,"['dis', 'en', 'tan', 'gle']","[['dis', '2'], ['en', '0'], ['tan', '1'], ['gle', '0']]"
DISEQUILIBRIUM,6,"['dis', 'e', 'qui', 'lib', 'ri', 'um']","[['dis', '0'], ['e', '2'], ['qui', '0'], ['lib', '1'], ['ri', '0'], ['um', '0']]"
DISESTABLISHMENT,5,"['dis', 'es', 'tab', 'lish', 'ment']","[['dis', '0'], ['es', '0'], ['tab', '1'], ['lish', '0'], ['ment', '0']]"
DISFAVOR,3,"['dis', 'fa', 'vor']","[['dis', '0'], ['fa', '1'], ['vor', '0']]"
DISFIGURE,3,"['dis', 'fig', 'ure']","[['dis', '0'], ['fig', '1'], ['ure', '0']]"
DISFIGURED,3,"['dis', 'fig', 'ured']","[['dis', '0'], ['fig', '1'], ['ured', '0']]"
DISFIGUREMENT,4,"['dis', 'fig', 'ure', 'ment']","[['dis', '0'], ['fig', '1'], ['ure', '0'], ['ment', '0']]"
DISFIGURING,4,"['dis', 'fig', 'ur', 'ing']","[['dis', '0'], ['fig', '1'], ['ur', '0'], ['ing', '0']]"
DISGORGE,2,"['dis', 'gorge']","[['dis', '0'], ['gorge', '1']]"
DISGORGED,2,"['dis', 'gorged']","[['dis', '0'], ['gorged', '1']]"
DISGORGEMENT,3,"['dis', 'gorge', 'ment']","[['dis', '0'], ['gorge', '1'], ['ment', '0']]"
DISGRACE,2,"['dis', 'grace']","[['dis', '0'], ['grace', '1']]"
DISGRACED,2,"['dis', 'graced']","[['dis', '0'], ['graced', '1']]"
DISGRACEFUL,3,"['dis', 'grace', 'ful']","[['dis', '0'], ['grace', '1'], ['ful', '0']]"
DISGRUNTLED,3,"['dis', 'grun', 'tled']","[['dis', '0'], ['grun', '1'], ['tled', '0']]"
DISGRUNTLEMENT,4,"['dis', 'grun', 'tle', 'ment']","[['dis', '0'], ['grun', '1'], ['tle', '0'], ['ment', '0']]"
DISGUISE,2,"['dis', 'guise']","[['dis', '0'], ['guise', '1']]"
DISGUISED,2,"['dis', 'guised']","[['dis', '0'], ['guised', '1']]"
DISGUISING,3,"['dis', 'guis', 'ing']","[['dis', '0'], ['guis', '1'], ['ing', '0']]"
DISGUST,2,"['dis', 'gust']","[['dis', '0'], ['gust', '1']]"
DISGUSTED,3,"['dis', 'gust', 'ed']","[['dis', '0'], ['gust', '1'], ['ed', '0']]"
DISGUSTING,3,"['dis', 'gust', 'ing']","[['dis', '0'], ['gust', '1'], ['ing', '0']]"
DISH,1,['dish'],"[['dish', '1']]"
DISHARMONY,4,"['dis', 'har', 'mo', 'ny']","[['dis', '0'], ['har', '1'], ['mo', '0'], ['ny', '0']]"
DISHED,1,['dished'],"[['dished', '1']]"
DISHES,2,"['dish', 'es']","[['dish', '1'], ['es', '0']]"
DISHEVEL,3,"['di', 'shev', 'el']","[['di', '0'], ['shev', '1'], ['el', '0']]"
DISHEVELED,3,"['di', 'shev', 'eled']","[['di', '0'], ['shev', '1'], ['eled', '0']]"
DISHING,2,"['dish', 'ing']","[['dish', '1'], ['ing', '0']]"
DISHONEST,3,"['dis', 'hon', 'est']","[['dis', '0'], ['hon', '1'], ['est', '0']]"
DISHONESTLY,4,"['dis', 'hon', 'est', 'ly']","[['dis', '0'], ['hon', '1'], ['est', '0'], ['ly', '0']]"
DISHONESTY,4,"['dis', 'hon', 'es', 'ty']","[['dis', '0'], ['hon', '1'], ['es', '0'], ['ty', '0']]"
DISHONOR,3,"['dis', 'hon', 'or']","[['dis', '0'], ['hon', '1'], ['or', '0']]"
DISHONORABLE,5,"['dis', 'hon', 'or', 'a', 'ble']","[['dis', '0'], ['hon', '1'], ['or', '0'], ['a', '0'], ['ble', '0']]"
DISHWASHER,3,"['dish', 'wash', 'er']","[['dish', '1'], ['wash', '2'], ['er', '0']]"
DISHWASHING,3,"['dish', 'wash', 'ing']","[['dish', '1'], ['wash', '2'], ['ing', '0']]"
DISILLUSION,4,"['dis', 'il', 'lu', 'sion']","[['dis', '2'], ['il', '0'], ['lu', '1'], ['sion', '0']]"
DISILLUSIONMENT,5,"['dis', 'il', 'lu', 'sion', 'ment']","[['dis', '2'], ['il', '0'], ['lu', '1'], ['sion', '0'], ['ment', '0']]"
DISINCENTIVE,4,"['dis', 'in', 'cen', 'tive']","[['dis', '2'], ['in', '0'], ['cen', '1'], ['tive', '0']]"
DISINCLINATION,5,"['dis', 'in', 'cli', 'na', 'tion']","[['dis', '0'], ['in', '0'], ['cli', '0'], ['na', '1'], ['tion', '0']]"
DISINCLINE,3,"['dis', 'in', 'cline']","[['dis', '2'], ['in', '0'], ['cline', '1']]"
DISINCLINED,3,"['dis', 'in', 'clined']","[['dis', '2'], ['in', '0'], ['clined', '1']]"
DISINFECT,3,"['dis', 'in', 'fect']","[['dis', '0'], ['in', '0'], ['fect', '1']]"
DISINFECTANT,4,"['dis', 'in', 'fect', 'ant']","[['dis', '0'], ['in', '0'], ['fect', '1'], ['ant', '0']]"
DISINFECTION,4,"['dis', 'in', 'fec', 'tion']","[['dis', '0'], ['in', '0'], ['fec', '1'], ['tion', '0']]"
DISINFLATE,3,"['dis', 'in', 'flate']","[['dis', '2'], ['in', '0'], ['flate', '1']]"
DISINFLATION,4,"['dis', 'in', 'fla', 'tion']","[['dis', '2'], ['in', '0'], ['fla', '1'], ['tion', '0']]"
DISINFLATIONARY,6,"['dis', 'in', 'fla', 'tion', 'ar', 'y']","[['dis', '2'], ['in', '0'], ['fla', '1'], ['tion', '0'], ['ar', '2'], ['y', '0']]"
DISINFORMATION,5,"['dis', 'in', 'for', 'ma', 'tion']","[['dis', '0'], ['in', '2'], ['for', '0'], ['ma', '1'], ['tion', '0']]"
DISINGENUOUS,5,"['dis', 'in', 'gen', 'u', 'ous']","[['dis', '0'], ['in', '0'], ['gen', '1'], ['u', '0'], ['ous', '0']]"
DISINGENUOUSNESS,6,"['dis', 'in', 'gen', 'u', 'ous', 'ness']","[['dis', '2'], ['in', '0'], ['gen', '1'], ['u', '0'], ['ous', '0'], ['ness', '0']]"
DISINTEGRATE,4,"['dis', 'in', 'te', 'grate']","[['dis', '0'], ['in', '1'], ['te', '0'], ['grate', '2']]"
DISINTEGRATED,5,"['dis', 'in', 'te', 'grat', 'ed']","[['dis', '0'], ['in', '1'], ['te', '0'], ['grat', '2'], ['ed', '0']]"
DISINTEGRATING,5,"['dis', 'in', 'te', 'grat', 'ing']","[['dis', '0'], ['in', '1'], ['te', '0'], ['grat', '2'], ['ing', '0']]"
DISINTEGRATION,5,"['dis', 'in', 'te', 'gra', 'tion']","[['dis', '0'], ['in', '2'], ['te', '0'], ['gra', '1'], ['tion', '0']]"
DISINTEREST,4,"['dis', 'in', 'ter', 'est']","[['dis', '0'], ['in', '1'], ['ter', '0'], ['est', '0']]"
DISINVESTMENT,4,"['dis', 'in', 'vest', 'ment']","[['dis', '0'], ['in', '0'], ['vest', '1'], ['ment', '0']]"
DISINVITE,3,"['dis', 'in', 'vite']","[['dis', '0'], ['in', '0'], ['vite', '1']]"
DISJOINT,2,"['dis', 'joint']","[['dis', '0'], ['joint', '1']]"
DISJOINTED,3,"['dis', 'joint', 'ed']","[['dis', '0'], ['joint', '1'], ['ed', '0']]"
DISK,1,['disk'],"[['disk', '1']]"
DISKETTE,2,"['disk', 'ette']","[['disk', '0'], ['ette', '1']]"
DISKLESS,2,"['disk', 'less']","[['disk', '1'], ['less', '0']]"
DISKS,1,['disks'],"[['disks', '1']]"
DISLIKE,2,"['dis', 'like']","[['dis', '0'], ['like', '1']]"
DISLIKED,2,"['dis', 'liked']","[['dis', '0'], ['liked', '1']]"
DISLIKING,3,"['dis', 'lik', 'ing']","[['dis', '0'], ['lik', '1'], ['ing', '0']]"
DISLOCATE,3,"['dis', 'lo', 'cate']","[['dis', '1'], ['lo', '0'], ['cate', '0']]"
DISLOCATED,4,"['dis', 'lo', 'cat', 'ed']","[['dis', '1'], ['lo', '0'], ['cat', '0'], ['ed', '0']]"
DISLOCATION,4,"['dis', 'lo', 'ca', 'tion']","[['dis', '0'], ['lo', '1'], ['ca', '1'], ['tion', '0']]"
DISLODGE,2,"['dis', 'lodge']","[['dis', '0'], ['lodge', '1']]"
DISLODGED,2,"['dis', 'lodged']","[['dis', '0'], ['lodged', '1']]"
DISLODGING,3,"['dis', 'lodg', 'ing']","[['dis', '0'], ['lodg', '1'], ['ing', '0']]"
DISLOYAL,3,"['dis', 'loy', 'al']","[['dis', '0'], ['loy', '1'], ['al', '0']]"
DISLOYALTY,4,"['dis', 'loy', 'al', 'ty']","[['dis', '0'], ['loy', '1'], ['al', '0'], ['ty', '0']]"
DISMAL,2,"['dis', 'mal']","[['dis', '1'], ['mal', '0']]"
DISMALLY,3,"['dis', 'mal', 'ly']","[['dis', '1'], ['mal', '0'], ['ly', '0']]"
DISMANTLE,3,"['dis', 'man', 'tle']","[['dis', '0'], ['man', '1'], ['tle', '0']]"
DISMANTLED,3,"['dis', 'man', 'tled']","[['dis', '0'], ['man', '1'], ['tled', '0']]"
DISMANTLEMENT,4,"['dis', 'man', 'tle', 'ment']","[['dis', '0'], ['man', '1'], ['tle', '0'], ['ment', '0']]"
DISMAY,2,"['dis', 'may']","[['dis', '0'], ['may', '1']]"
DISMEMBER,3,"['dis', 'mem', 'ber']","[['dis', '0'], ['mem', '1'], ['ber', '0']]"
DISMEMBERMENT,4,"['dis', 'mem', 'ber', 'ment']","[['dis', '0'], ['mem', '1'], ['ber', '0'], ['ment', '0']]"
DISMISS,2,"['dis', 'miss']","[['dis', '0'], ['miss', '1']]"
DISMISSAL,3,"['dis', 'miss', 'al']","[['dis', '0'], ['miss', '1'], ['al', '0']]"
DISMISSIVE,3,"['dis', 'mis', 'sive']","[['dis', '0'], ['mis', '1'], ['sive', '0']]"
DISNEY,2,"['Dis', 'ney']","[['Dis', '1'], ['ney', '0']]"
DISNEYLAND,3,"['Dis', 'ney', 'Land']","[['Dis', '1'], ['ney', '0'], ['Land', '2']]"
DISOBEDIENCE,5,"['dis', 'o', 'be', 'di', 'ence']","[['dis', '2'], ['o', '0'], ['be', '1'], ['di', '0'], ['ence', '0']]"
DISOBEDIENT,5,"['dis', 'o', 'be', 'di', 'ent']","[['dis', '2'], ['o', '0'], ['be', '1'], ['di', '0'], ['ent', '0']]"
DISOBEY,3,"['dis', 'o', 'bey']","[['dis', '2'], ['o', '0'], ['bey', '1']]"
DISORDER,3,"['dis', 'or', 'der']","[['dis', '0'], ['or', '1'], ['der', '0']]"
DISORDERED,3,"['dis', 'or', 'dered']","[['dis', '0'], ['or', '1'], ['dered', '0']]"
DISORDERLY,4,"['dis', 'or', 'der', 'ly']","[['dis', '0'], ['or', '1'], ['der', '0'], ['ly', '0']]"
DISORGANIZATION,6,"['dis', 'or', 'gan', 'i', 'za', 'tion']","[['dis', '0'], ['or', '2'], ['gan', '0'], ['i', '0'], ['za', '1'], ['tion', '0']]"
DISORGANIZE,4,"['dis', 'or', 'gan', 'ize']","[['dis', '0'], ['or', '1'], ['gan', '0'], ['ize', '2']]"
DISORGANIZED,4,"['dis', 'or', 'gan', 'ized']","[['dis', '0'], ['or', '1'], ['gan', '0'], ['ized', '2']]"
DISORIENT,4,"['dis', 'o', 'ri', 'ent']","[['dis', '0'], ['o', '1'], ['ri', '0'], ['ent', '2']]"
DISORIENTATION,6,"['dis', 'o', 'ri', 'en', 'ta', 'tion']","[['dis', '0'], ['o', '2'], ['ri', '0'], ['en', '0'], ['ta', '1'], ['tion', '0']]"
DISORIENTED,5,"['dis', 'o', 'ri', 'ent', 'ed']","[['dis', '0'], ['o', '1'], ['ri', '0'], ['ent', '2'], ['ed', '0']]"
DISOWN,2,"['dis', 'own']","[['dis', '0'], ['own', '1']]"
DISPAIR,2,"['dis', 'pair']","[['dis', '0'], ['pair', '1']]"
DISPARAGE,3,"['dis', 'par', 'age']","[['dis', '0'], ['par', '1'], ['age', '0']]"
DISPARAGED,3,"['dis', 'par', 'aged']","[['dis', '0'], ['par', '1'], ['aged', '0']]"
DISPARAGING,4,"['dis', 'par', 'ag', 'ing']","[['dis', '0'], ['par', '1'], ['ag', '0'], ['ing', '0']]"
DISPARAGINGLY,5,"['dis', 'par', 'ag', 'ing', 'ly']","[['dis', '0'], ['par', '1'], ['ag', '0'], ['ing', '0'], ['ly', '0']]"
DISPARATE,3,"['dis', 'pa', 'rate']","[['dis', '1'], ['pa', '0'], ['rate', '0']]"
DISPARITIES,4,"['dis', 'par', 'i', 'ties']","[['dis', '0'], ['par', '1'], ['i', '0'], ['ties', '0']]"
DISPARITY,4,"['dis', 'par', 'i', 'ty']","[['dis', '0'], ['par', '1'], ['i', '0'], ['ty', '0']]"
DISPASSIONATE,4,"['dis', 'pas', 'sion', 'ate']","[['dis', '0'], ['pas', '1'], ['sion', '0'], ['ate', '0']]"
DISPASSIONATELY,5,"['dis', 'pas', 'sion', 'ate', 'ly']","[['dis', '0'], ['pas', '1'], ['sion', '0'], ['ate', '0'], ['ly', '0']]"
DISPATCH,2,"['dis', 'patch']","[['dis', '0'], ['patch', '1']]"
DISPATCHER,3,"['dis', 'patch', 'er']","[['dis', '0'], ['patch', '1'], ['er', '0']]"
DISPATCHING,3,"['dis', 'patch', 'ing']","[['dis', '0'], ['patch', '1'], ['ing', '0']]"
DISPEL,2,"['dis', 'pel']","[['dis', '0'], ['pel', '1']]"
DISPELLED,2,"['dis', 'pelled']","[['dis', '0'], ['pelled', '1']]"
DISPELLING,3,"['dis', 'pel', 'ling']","[['dis', '0'], ['pel', '1'], ['ling', '0']]"
DISPENSABLE,4,"['dis', 'pen', 'sa', 'ble']","[['dis', '0'], ['pen', '1'], ['sa', '0'], ['ble', '0']]"
DISPENSARY,4,"['dis', 'pen', 'sa', 'ry']","[['dis', '0'], ['pen', '1'], ['sa', '0'], ['ry', '0']]"
DISPENSATION,4,"['dis', 'pen', 'sa', 'tion']","[['dis', '2'], ['pen', '0'], ['sa', '1'], ['tion', '0']]"
DISPENSE,2,"['dis', 'pense']","[['dis', '0'], ['pense', '1']]"
DISPENSED,2,"['dis', 'pensed']","[['dis', '0'], ['pensed', '1']]"
DISPENSER,3,"['dis', 'pens', 'er']","[['dis', '0'], ['pens', '1'], ['er', '0']]"
DISPENSING,3,"['dis', 'pens', 'ing']","[['dis', '0'], ['pens', '1'], ['ing', '0']]"
DISPERSAL,3,"['dis', 'per', 'sal']","[['dis', '0'], ['per', '1'], ['sal', '0']]"
DISPERSANT,3,"['dis', 'per', 'sant']","[['dis', '2'], ['per', '1'], ['sant', '0']]"
DISPERSE,2,"['dis', 'perse']","[['dis', '0'], ['perse', '1']]"
DISPERSED,2,"['dis', 'persed']","[['dis', '0'], ['persed', '1']]"
DISPERSING,3,"['dis', 'pers', 'ing']","[['dis', '0'], ['pers', '1'], ['ing', '0']]"
DISPERSION,3,"['dis', 'per', 'sion']","[['dis', '0'], ['per', '1'], ['sion', '0']]"
DISPERSIVE,3,"['dis', 'per', 'sive']","[['dis', '0'], ['per', '1'], ['sive', '0']]"
DISPIRITED,4,"['dis', 'pir', 'it', 'ed']","[['dis', '0'], ['pir', '1'], ['it', '0'], ['ed', '0']]"
DISPLACE,2,"['dis', 'place']","[['dis', '0'], ['place', '1']]"
DISPLACED,2,"['dis', 'placed']","[['dis', '0'], ['placed', '1']]"
DISPLACEMENT,3,"['dis', 'place', 'ment']","[['dis', '0'], ['place', '1'], ['ment', '0']]"
DISPLACES,3,"['dis', 'pla', 'ces']","[['dis', '0'], ['pla', '1'], ['ces', '0']]"
DISPLACING,3,"['dis', 'plac', 'ing']","[['dis', '0'], ['plac', '1'], ['ing', '0']]"
DISPLAY,2,"['dis', 'play']","[['dis', '0'], ['play', '1']]"
DISPLAYED,2,"['dis', 'played']","[['dis', '0'], ['played', '1']]"
DISPLEASE,2,"['dis', 'please']","[['dis', '0'], ['please', '1']]"
DISPLEASED,2,"['dis', 'pleased']","[['dis', '0'], ['pleased', '1']]"
DISPLEASURE,3,"['dis', 'pleas', 'ure']","[['dis', '0'], ['pleas', '1'], ['ure', '0']]"
DISPOSABLE,4,"['dis', 'pos', 'a', 'ble']","[['dis', '0'], ['pos', '1'], ['a', '0'], ['ble', '0']]"
DISPOSAL,3,"['dis', 'pos', 'al']","[['dis', '0'], ['pos', '1'], ['al', '0']]"
DISPOSE,2,"['dis', 'pose']","[['dis', '0'], ['pose', '1']]"
DISPOSED,2,"['dis', 'posed']","[['dis', '0'], ['posed', '1']]"
DISPOSER,3,"['dis', 'pos', 'er']","[['dis', '0'], ['pos', '1'], ['er', '0']]"
DISPOSING,3,"['dis', 'pos', 'ing']","[['dis', '0'], ['pos', '1'], ['ing', '0']]"
DISPOSITION,4,"['dis', 'po', 'si', 'tion']","[['dis', '2'], ['po', '0'], ['si', '1'], ['tion', '0']]"
DISPOSITIVE,4,"['dis', 'pos', 'i', 'tive']","[['dis', '2'], ['pos', '1'], ['i', '0'], ['tive', '0']]"
DISPOSSESS,3,"['dis', 'pos', 'sess']","[['dis', '2'], ['pos', '0'], ['sess', '1']]"
DISPOSSESSED,3,"['dis', 'pos', 'sessed']","[['dis', '2'], ['pos', '0'], ['sessed', '1']]"
DISPROPORTIONATE,5,"['dis', 'pro', 'por', 'tion', 'ate']","[['dis', '2'], ['pro', '0'], ['por', '1'], ['tion', '0'], ['ate', '0']]"
DISPROPORTIONATELY,6,"['dis', 'pro', 'por', 'tion', 'ate', 'ly']","[['dis', '2'], ['pro', '0'], ['por', '1'], ['tion', '0'], ['ate', '0'], ['ly', '0']]"
DISPROVE,2,"['dis', 'prove']","[['dis', '0'], ['prove', '1']]"
DISPROVED,2,"['dis', 'proved']","[['dis', '0'], ['proved', '1']]"
DISPUTATION,4,"['dis', 'pu', 'ta', 'tion']","[['dis', '0'], ['pu', '1'], ['ta', '1'], ['tion', '0']]"
DISPUTE,2,"['dis', 'pute']","[['dis', '0'], ['pute', '1']]"
DISPUTED,3,"['dis', 'put', 'ed']","[['dis', '0'], ['put', '1'], ['ed', '0']]"
DISPUTING,3,"['dis', 'put', 'ing']","[['dis', '0'], ['put', '1'], ['ing', '0']]"
DISQUALIFICATION,6,"['dis', 'qual', 'i', 'fi', 'ca', 'tion']","[['dis', '0'], ['qual', '2'], ['i', '0'], ['fi', '0'], ['ca', '1'], ['tion', '0']]"
DISQUALIFIED,4,"['dis', 'qual', 'i', 'fied']","[['dis', '0'], ['qual', '1'], ['i', '0'], ['fied', '2']]"
DISQUALIFY,4,"['dis', 'qual', 'i', 'fy']","[['dis', '0'], ['qual', '1'], ['i', '0'], ['fy', '2']]"
DISQUALIFYING,5,"['dis', 'qual', 'i', 'fy', 'ing']","[['dis', '0'], ['qual', '1'], ['i', '0'], ['fy', '2'], ['ing', '0']]"
DISQUIET,3,"['dis', 'qui', 'et']","[['dis', '0'], ['qui', '1'], ['et', '0']]"
DISQUIETING,4,"['dis', 'qui', 'et', 'ing']","[['dis', '0'], ['qui', '1'], ['et', '0'], ['ing', '0']]"
DISRAELI,3,"['Dis', 'rae', 'li']","[['Dis', '0'], ['rae', '1'], ['li', '0']]"
DISREGARD,3,"['dis', 're', 'gard']","[['dis', '2'], ['re', '0'], ['gard', '1']]"
DISREPAIR,3,"['dis', 're', 'pair']","[['dis', '2'], ['re', '0'], ['pair', '1']]"
DISREPUTABLE,5,"['dis', 'rep', 'u', 'ta', 'ble']","[['dis', '0'], ['rep', '1'], ['u', '0'], ['ta', '0'], ['ble', '0']]"
DISREPUTE,3,"['dis', 're', 'pute']","[['dis', '2'], ['re', '0'], ['pute', '1']]"
DISRESPECT,3,"['dis', 're', 'spect']","[['dis', '2'], ['re', '0'], ['spect', '1']]"
DISRESPECTFUL,4,"['dis', 're', 'spect', 'ful']","[['dis', '2'], ['re', '0'], ['spect', '1'], ['ful', '0']]"
DISRUPT,2,"['dis', 'rupt']","[['dis', '0'], ['rupt', '1']]"
DISRUPTION,3,"['dis', 'rup', 'tion']","[['dis', '0'], ['rup', '1'], ['tion', '0']]"
DISRUPTIVE,3,"['dis', 'rup', 'tive']","[['dis', '0'], ['rup', '1'], ['tive', '0']]"
DISS,1,['diss'],"[['diss', '1']]"
DISSATISFACTION,5,"['dis', 'sat', 'is', 'fac', 'tion']","[['dis', '2'], ['sat', '0'], ['is', '0'], ['fac', '1'], ['tion', '0']]"
DISSATISFIED,4,"['dis', 'sat', 'is', 'fied']","[['dis', '0'], ['sat', '1'], ['is', '0'], ['fied', '2']]"
DISSATISFY,4,"['dis', 'sat', 'is', 'fy']","[['dis', '0'], ['sat', '1'], ['is', '0'], ['fy', '2']]"
DISSECT,2,"['dis', 'sect']","[['dis', '0'], ['sect', '1']]"
DISSECTED,3,"['dis', 'sect', 'ed']","[['dis', '0'], ['sect', '1'], ['ed', '0']]"
DISSECTING,3,"['dis', 'sect', 'ing']","[['dis', '0'], ['sect', '1'], ['ing', '0']]"
DISSECTION,3,"['dis', 'sec', 'tion']","[['dis', '0'], ['sec', '1'], ['tion', '0']]"
DISSEMBLE,3,"['dis', 'sem', 'ble']","[['dis', '0'], ['sem', '1'], ['ble', '0']]"
DISSEMBLING,3,"['dis', 'sem', 'bling']","[['dis', '0'], ['sem', '1'], ['bling', '0']]"
DISSEMINATE,4,"['dis', 'sem', 'i', 'nate']","[['dis', '0'], ['sem', '1'], ['i', '0'], ['nate', '2']]"
DISSEMINATED,5,"['dis', 'sem', 'i', 'nat', 'ed']","[['dis', '0'], ['sem', '1'], ['i', '0'], ['nat', '2'], ['ed', '0']]"
DISSEMINATING,5,"['dis', 'sem', 'i', 'nat', 'ing']","[['dis', '0'], ['sem', '1'], ['i', '0'], ['nat', '2'], ['ing', '0']]"
DISSEMINATION,5,"['dis', 'sem', 'i', 'na', 'tion']","[['dis', '0'], ['sem', '2'], ['i', '0'], ['na', '1'], ['tion', '0']]"
DISSENSION,3,"['dis', 'sen', 'sion']","[['dis', '0'], ['sen', '1'], ['sion', '0']]"
DISSENT,2,"['dis', 'sent']","[['dis', '0'], ['sent', '1']]"
DISSENTER,3,"['dis', 'sent', 'er']","[['dis', '0'], ['sent', '1'], ['er', '0']]"
DISSERTATION,4,"['dis', 'ser', 'ta', 'tion']","[['dis', '2'], ['ser', '0'], ['ta', '1'], ['tion', '0']]"
DISSERVICE,3,"['dis', 'ser', 'vice']","[['dis', '0'], ['ser', '1'], ['vice', '0']]"
DISSIDENCE,3,"['dis', 'si', 'dence']","[['dis', '1'], ['si', '0'], ['dence', '0']]"
DISSIDENT,3,"['dis', 'si', 'dent']","[['dis', '1'], ['si', '0'], ['dent', '0']]"
DISSIMILAR,4,"['dis', 'sim', 'i', 'lar']","[['dis', '0'], ['sim', '1'], ['i', '0'], ['lar', '0']]"
DISSIMILARITY,6,"['dis', 'sim', 'i', 'lar', 'i', 'ty']","[['dis', '0'], ['sim', '2'], ['i', '0'], ['lar', '1'], ['i', '0'], ['ty', '0']]"
DISSIPATE,3,"['dis', 'si', 'pate']","[['dis', '1'], ['si', '0'], ['pate', '2']]"
DISSIPATED,4,"['dis', 'si', 'pat', 'ed']","[['dis', '1'], ['si', '0'], ['pat', '2'], ['ed', '0']]"
DISSIPATING,4,"['dis', 'si', 'pat', 'ing']","[['dis', '1'], ['si', '0'], ['pat', '2'], ['ing', '0']]"
DISSIPATION,4,"['dis', 'si', 'pa', 'tion']","[['dis', '2'], ['si', '0'], ['pa', '1'], ['tion', '0']]"
DISSIPATIVE,4,"['dis', 'si', 'pa', 'tive']","[['dis', '1'], ['si', '0'], ['pa', '2'], ['tive', '0']]"
DISSOCIATE,4,"['dis', 'so', 'ci', 'ate']","[['dis', '0'], ['so', '1'], ['ci', '0'], ['ate', '0']]"
DISSOCIATION,5,"['dis', 'so', 'ci', 'a', 'tion']","[['dis', '0'], ['so', '2'], ['ci', '0'], ['a', '1'], ['tion', '0']]"
DISSOLUTION,4,"['dis', 'so', 'lu', 'tion']","[['dis', '2'], ['so', '0'], ['lu', '1'], ['tion', '0']]"
DISSOLVE,2,"['dis', 'solve']","[['dis', '0'], ['solve', '1']]"
DISSOLVED,2,"['dis', 'solved']","[['dis', '0'], ['solved', '1']]"
DISSOLVER,3,"['dis', 'solv', 'er']","[['dis', '0'], ['solv', '1'], ['er', '0']]"
DISSOLVING,3,"['dis', 'solv', 'ing']","[['dis', '0'], ['solv', '1'], ['ing', '0']]"
DISSONANCE,3,"['dis', 'so', 'nance']","[['dis', '1'], ['so', '0'], ['nance', '0']]"
DISSONANT,3,"['dis', 'so', 'nant']","[['dis', '1'], ['so', '0'], ['nant', '0']]"
DISSUADE,2,"['dis', 'suade']","[['dis', '0'], ['suade', '1']]"
DISSUADED,3,"['dis', 'suad', 'ed']","[['dis', '0'], ['suad', '1'], ['ed', '0']]"
DISSYMMETRIC,4,"['dis', 'sym', 'met', 'ric']","[['dis', '2'], ['sym', '0'], ['met', '1'], ['ric', '0']]"
DISSYMMETRY,4,"['dis', 'sym', 'me', 'try']","[['dis', '0'], ['sym', '1'], ['me', '0'], ['try', '0']]"
DISTAD,2,"['di', 'stad']","[['di', '1'], ['stad', '0']]"
DISTAL,2,"['dis', 'tal']","[['dis', '1'], ['tal', '0']]"
DISTANCE,2,"['dis', 'tance']","[['dis', '1'], ['tance', '0']]"
DISTANCED,2,"['dis', 'tanced']","[['dis', '1'], ['tanced', '0']]"
DISTANCING,3,"['dis', 'tanc', 'ing']","[['dis', '1'], ['tanc', '0'], ['ing', '0']]"
DISTANT,2,"['dis', 'tant']","[['dis', '1'], ['tant', '0']]"
DISTASTE,2,"['dis', 'taste']","[['dis', '0'], ['taste', '1']]"
DISTASTEFUL,3,"['dis', 'taste', 'ful']","[['dis', '0'], ['taste', '1'], ['ful', '0']]"
DISTEMPER,3,"['dis', 'tem', 'per']","[['dis', '0'], ['tem', '1'], ['per', '0']]"
DISTEND,2,"['dis', 'tend']","[['dis', '0'], ['tend', '1']]"
DISTENDED,3,"['dis', 'tend', 'ed']","[['dis', '0'], ['tend', '1'], ['ed', '0']]"
DISTIL,2,"['dis', 'til']","[['dis', '0'], ['til', '1']]"
DISTILL,2,"['dis', 'till']","[['dis', '0'], ['till', '1']]"
DISTILLATE,3,"['dis', 'til', 'late']","[['dis', '1'], ['til', '0'], ['late', '2']]"
DISTILLATION,4,"['dis', 'til', 'la', 'tion']","[['dis', '2'], ['til', '0'], ['la', '1'], ['tion', '0']]"
DISTILLED,2,"['dis', 'tilled']","[['dis', '0'], ['tilled', '1']]"
DISTILLER,3,"['dis', 'till', 'er']","[['dis', '0'], ['till', '1'], ['er', '0']]"
DISTILLERIES,4,"['dis', 'till', 'er', 'ies']","[['dis', '0'], ['till', '1'], ['er', '0'], ['ies', '0']]"
DISTILLERY,4,"['dis', 'till', 'er', 'y']","[['dis', '0'], ['till', '1'], ['er', '0'], ['y', '0']]"
DISTILLING,3,"['dis', 'til', 'ling']","[['dis', '0'], ['til', '1'], ['ling', '0']]"
DISTINCT,2,"['dis', 'tinct']","[['dis', '0'], ['tinct', '1']]"
